Video ID,PhraseEmojis
jvxUeT1Nlb8_100_115,"[{'phrase': 'person cooking egg in pan', 'split': ['person', 'cooking', 'egg', 'in pan'], 'emojis': ['👨', '🍳', '🥚', '🍲'], 'importance': [0.2, 0.3, 0.2, 0.3]}, {'phrase': 'kitchen stove with cooking equipment', 'split': ['kitchen', 'stove', 'with cooking equipment'], 'emojis': ['🏠', '🔪', '🍳'], 'importance': [0.3, 0.3, 0.4]}, {'phrase': 'egg poured into pan on stove', 'split': ['egg', 'poured into', 'pan', 'on stove'], 'emojis': ['🥚', '💧', '🍲', '🔪'], 'importance': [0.2, 0.2, 0.3, 0.3]}, {'phrase': 'person preparing meal in kitchen', 'split': ['person', 'preparing meal', 'in kitchen'], 'emojis': ['👨', '🍴', '🏠'], 'importance': [0.3, 0.4, 0.3]}, {'phrase': 'cooking process on kitchen counter', 'split': ['cooking process', 'on kitchen counter'], 'emojis': ['🍳', '🛋️'], 'importance': [0.6, 0.4]}, {'phrase': 'yellow liquid egg in cooking pan', 'split': ['yellow liquid', 'egg', 'in cooking pan'], 'emojis': ['💛', '🥚', '🍲'], 'importance': [0.2, 0.3, 0.5]}, {'phrase': 'breakfast dish made with egg', 'split': ['breakfast dish', 'made with', 'egg'], 'emojis': ['🍴', '👨\u200d🍳', '🥚'], 'importance': [0.3, 0.2, 0.5]}, {'phrase': 'person using stove for cooking', 'split': ['person', 'using stove', 'for cooking'], 'emojis': ['👨', '🔪', '🍳'], 'importance': [0.3, 0.3, 0.4]}, {'phrase': 'kitchen environment with cooking equipment', 'split': ['kitchen environment', 'with cooking equipment'], 'emojis': ['🏠', '🍳'], 'importance': [0.5, 0.5]}, {'phrase': 'egg cooking in kitchen pan', 'split': ['egg', 'cooking in', 'kitchen pan'], 'emojis': ['🥚', '🍳', '🍲'], 'importance': [0.3, 0.2, 0.5]}]"
98shpdib9sg_55_62,"[{'phrase': 'man wearing black t-shirt', 'split': ['man', 'wearing black t-shirt'], 'emojis': ['👨', '👕'], 'importance': [0.4, 0.6]}, {'phrase': 'young man standing in room', 'split': ['young man', 'standing', 'in room'], 'emojis': ['👦', '🚶', '🏠'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'television and door in background', 'split': ['television', 'and door', 'in background'], 'emojis': ['📺', '🚪', '👀'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'man looking at camera', 'split': ['man', 'looking at', 'camera'], 'emojis': ['👨', '👀', '📸'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'room with remote control and book', 'split': ['room', 'with remote control', 'and book'], 'emojis': ['🏠', '📺', '📖'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'table with items scattered around', 'split': ['table', 'with items', 'scattered around'], 'emojis': ['🛋️', '📦', '🔄'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'television turned off', 'split': ['television', 'turned off'], 'emojis': ['📺', '⚫️'], 'importance': [0.6, 0.4]}, {'phrase': 'door closed', 'split': ['door', 'closed'], 'emojis': ['🚪', '⛔️'], 'importance': [0.6, 0.4]}, {'phrase': 'man standing near table', 'split': ['man', 'standing', 'near table'], 'emojis': ['👨', '🚶', '🛋️'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': ""graphic on man's t-shirt"", 'split': ['graphic', ""on man's"", 't-shirt'], 'emojis': ['🖌️', '👨', '👕'], 'importance': [0.4, 0.3, 0.3]}]"
fEsrO_poIUg_161_168,"[{'phrase': 'man in red shirt measures metal', 'split': ['man', 'in red shirt', 'measures', 'metal'], 'emojis': ['👨', '🔴', '📏', '⚒️'], 'importance': [0.25, 0.25, 0.25, 0.25]}, {'phrase': 'man cuts metal with tool', 'split': ['man', 'cuts', 'metal', 'with tool'], 'emojis': ['👨', '✂️', '⚒️', '🛠️'], 'importance': [0.25, 0.25, 0.25, 0.25]}, {'phrase': 'man wears safety gloves', 'split': ['man', 'wears', 'safety gloves'], 'emojis': ['👨', '👍', '🧤'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'metal cutting in tech workshop', 'split': ['metal cutting', 'in', 'tech workshop'], 'emojis': ['⚒️', '🔩', '🏫'], 'importance': [0.4, 0.2, 0.4]}, {'phrase': 'man works near brick wall', 'split': ['man', 'works', 'near', 'brick wall'], 'emojis': ['👨', '🛠️', '📍', '🧱'], 'importance': [0.25, 0.25, 0.25, 0.25]}, {'phrase': 'tech written on wall', 'split': ['tech', 'written', 'on wall'], 'emojis': ['🏫', '🖋️', '🧱'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'man uses measuring tape', 'split': ['man', 'uses', 'measuring tape'], 'emojis': ['👨', '👍', '📏'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'man creates metal object', 'split': ['man', 'creates', 'metal object'], 'emojis': ['👨', '🛠️', '⚒️'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'man modifies metal piece', 'split': ['man', 'modifies', 'metal piece'], 'emojis': ['👨', '🛠️', '⚒️'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'man works with metal tool', 'split': ['man', 'works', 'with metal tool'], 'emojis': ['👨', '🛠️', '🛠️'], 'importance': [0.4, 0.3, 0.3]}]"
yyxtyCaEVqk_321_328,"[{'phrase': 'person arranges carrot sticks on tray', 'split': ['person', 'arranges', 'carrot sticks', 'on tray'], 'emojis': ['👨', '🔄', '🥕', '🍴'], 'importance': [0.25, 0.25, 0.3, 0.2]}, {'phrase': 'carrot sticks with oil on kitchen counter', 'split': ['carrot sticks', 'with oil', 'on kitchen counter'], 'emojis': ['🥕', '💧', '🏠'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'kitchen counter with red tablecloth and carrots', 'split': ['kitchen counter', 'with red tablecloth', 'and carrots'], 'emojis': ['🏠', '🛋️', '🥕'], 'importance': [0.3, 0.3, 0.4]}, {'phrase': 'person pours oil on carrot sticks', 'split': ['person', 'pours oil', 'on carrot sticks'], 'emojis': ['👨', '💧', '🥕'], 'importance': [0.3, 0.3, 0.4]}, {'phrase': 'carrot sticks on tray with oil and person', 'split': ['carrot sticks', 'on tray', 'with oil', 'and person'], 'emojis': ['🥕', '🍴', '💧', '👨'], 'importance': [0.25, 0.2, 0.25, 0.3]}, {'phrase': 'preparing meal with carrot sticks and oil', 'split': ['preparing meal', 'with carrot sticks', 'and oil'], 'emojis': ['🍳', '🥕', '💧'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'kitchen setting with person and carrot sticks', 'split': ['kitchen setting', 'with person', 'and carrot sticks'], 'emojis': ['🏠', '👨', '🥕'], 'importance': [0.3, 0.3, 0.4]}, {'phrase': 'arranging carrot sticks on tray in kitchen', 'split': ['arranging carrot sticks', 'on tray', 'in kitchen'], 'emojis': ['🔄', '🍴', '🏠'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'person in kitchen with carrot sticks and oil', 'split': ['person', 'in kitchen', 'with carrot sticks', 'and oil'], 'emojis': ['👨', '🏠', '🥕', '💧'], 'importance': [0.25, 0.2, 0.3, 0.25]}, {'phrase': 'carrot sticks preparation with oil in kitchen', 'split': ['carrot sticks preparation', 'with oil', 'in kitchen'], 'emojis': ['🥕', '💧', '🏠'], 'importance': [0.4, 0.3, 0.3]}]"
JnNe61UZsdM_78_88,"[{'phrase': 'woman in silver jumpsuit dancing', 'split': ['woman', 'in silver jumpsuit', 'dancing'], 'emojis': ['👩', '🕺️', '💃'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'woman holding leg up in air', 'split': ['woman', 'holding leg up', 'in air'], 'emojis': ['👩', '🤸\u200d♀️', '⬆️'], 'importance': [0.4, 0.4, 0.2]}, {'phrase': 'woman twirling around in living room', 'split': ['woman', 'twirling around', 'in living room'], 'emojis': ['👩', '💃', '🏠'], 'importance': [0.3, 0.4, 0.3]}, {'phrase': 'silver jumpsuit woman dancing on couch', 'split': ['silver jumpsuit woman', 'dancing', 'on couch'], 'emojis': ['🕺️', '💃', '🛋️'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'woman in living room with lamp', 'split': ['woman', 'in living room', 'with lamp'], 'emojis': ['👩', '🏠', '💡'], 'importance': [0.4, 0.3, 0.3]}]"
Sj6GSmDpNDw_0_12,"[{'phrase': 'dancers perform choreographed routine', 'split': ['dancers', 'perform', 'choreographed routine'], 'emojis': ['👯', '🕺', '📝'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'dancers in costumes on stage', 'split': ['dancers', 'in costumes', 'on stage'], 'emojis': ['👯', '👗', '🏟️'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'group of dancers with dramatic lighting', 'split': ['group of dancers', 'with dramatic lighting'], 'emojis': ['👥', '💡'], 'importance': [0.6, 0.4]}, {'phrase': 'dancers in various formations on stage', 'split': ['dancers', 'in various formations', 'on stage'], 'emojis': ['👯', '🔀', '🏟️'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'dancers demonstrate skill and precision', 'split': ['dancers', 'demonstrate skill and precision'], 'emojis': ['👯', '💪'], 'importance': [0.5, 0.5]}, {'phrase': 'dancers with specific theme or style costumes', 'split': ['dancers', 'with specific theme or style costumes'], 'emojis': ['👯', '👗'], 'importance': [0.5, 0.5]}, {'phrase': 'dancers perform with curtain and lighting', 'split': ['dancers', 'perform', 'with curtain and lighting'], 'emojis': ['👯', '🕺', '🎭'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'dancers in foreground and background on stage', 'split': ['dancers', 'in foreground and background', 'on stage'], 'emojis': ['👯', '🔍', '🏟️'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'dancers create sense of depth and movement', 'split': ['dancers', 'create sense of depth and movement'], 'emojis': ['👯', '🔄'], 'importance': [0.5, 0.5]}, {'phrase': 'dancers show well rehearsed performance', 'split': ['dancers', 'show well rehearsed performance'], 'emojis': ['👯', '📚'], 'importance': [0.5, 0.5]}]"
kWLNZzuo3do_25_32,"[{'phrase': 'hands chopping green onions', 'split': ['hands', 'chopping', 'green onions'], 'emojis': ['🙌', '🍳', '🌿'], 'importance': [0.3, 0.4, 0.3]}, {'phrase': 'knife cutting green onions', 'split': ['knife', 'cutting', 'green onions'], 'emojis': ['🗡️', '✂️', '🌿'], 'importance': [0.3, 0.4, 0.3]}, {'phrase': 'person chopping in kitchen', 'split': ['person', 'chopping', 'in kitchen'], 'emojis': ['👨', '🍳', '🏠'], 'importance': [0.3, 0.4, 0.3]}, {'phrase': 'green onions being cut', 'split': ['green onions', 'being cut'], 'emojis': ['🌿', '✂️'], 'importance': [0.6, 0.4]}, {'phrase': 'hands holding knife in kitchen', 'split': ['hands', 'holding knife', 'in kitchen'], 'emojis': ['🙌', '🗡️', '🏠'], 'importance': [0.3, 0.4, 0.3]}, {'phrase': 'cutting board with green onions', 'split': ['cutting board', 'with green onions'], 'emojis': ['🛋️', '🌿'], 'importance': [0.5, 0.5]}, {'phrase': 'kitchen with person chopping', 'split': ['kitchen', 'with person', 'chopping'], 'emojis': ['🏠', '👨', '🍳'], 'importance': [0.3, 0.3, 0.4]}, {'phrase': 'green onions on cutting board', 'split': ['green onions', 'on cutting board'], 'emojis': ['🌿', '🛋️'], 'importance': [0.6, 0.4]}, {'phrase': 'person cutting green onions', 'split': ['person', 'cutting', 'green onions'], 'emojis': ['👨', '✂️', '🌿'], 'importance': [0.3, 0.4, 0.3]}, {'phrase': 'hands cutting on wooden board', 'split': ['hands', 'cutting', 'on wooden board'], 'emojis': ['🙌', '✂️', '🛋️'], 'importance': [0.3, 0.4, 0.3]}]"
PeUHy0A1GF0_68_73,"[{'phrase': 'person chopping green onions', 'split': ['person', 'chopping', 'green onions'], 'emojis': ['👨', '🔪', '🌿'], 'importance': [0.3, 0.4, 0.3]}, {'phrase': 'knife slicing green onions', 'split': ['knife', 'slicing', 'green onions'], 'emojis': ['🔪', '✂️', '🌿'], 'importance': [0.3, 0.4, 0.3]}, {'phrase': 'hands holding knife and onions', 'split': ['hands', 'holding', 'knife and onions'], 'emojis': ['👋', '🤚', '🔪🌿'], 'importance': [0.3, 0.3, 0.4]}, {'phrase': 'cutting board with green onions', 'split': ['cutting board', 'with', 'green onions'], 'emojis': ['🛋️', '👉', '🌿'], 'importance': [0.4, 0.2, 0.4]}, {'phrase': 'kitchen background with person cooking', 'split': ['kitchen background', 'with', 'person cooking'], 'emojis': ['🏠', '👉', '🍳'], 'importance': [0.4, 0.2, 0.4]}, {'phrase': 'person preparing food in kitchen', 'split': ['person', 'preparing food', 'in kitchen'], 'emojis': ['👨', '🍴', '🏠'], 'importance': [0.3, 0.4, 0.3]}, {'phrase': 'sharp knife chopping onions', 'split': ['sharp knife', 'chopping', 'onions'], 'emojis': ['🔪', '✂️', '🌿'], 'importance': [0.3, 0.4, 0.3]}, {'phrase': 'wooden cutting board with onions', 'split': ['wooden cutting board', 'with', 'onions'], 'emojis': ['🛋️', '👉', '🌿'], 'importance': [0.4, 0.2, 0.4]}, {'phrase': 'person using knife to cut onions', 'split': ['person', 'using knife', 'to cut onions'], 'emojis': ['👨', '🔪', '✂️🌿'], 'importance': [0.3, 0.3, 0.4]}, {'phrase': 'green onions being chopped on board', 'split': ['green onions', 'being chopped', 'on board'], 'emojis': ['🌿', '✂️', '🛋️'], 'importance': [0.3, 0.4, 0.3]}]"
xaPepCVepCg_35_46,"[{'phrase': 'tortoise walking on rocky terrain', 'split': ['tortoise', 'walking', 'on rocky terrain'], 'emojis': ['🐢', '🚶', '🏔️'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'tortoise moving towards right side', 'split': ['tortoise', 'moving', 'towards right side'], 'emojis': ['🐢', '➡️', '📍'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'tortoise with shell on rocky landscape', 'split': ['tortoise', 'with shell', 'on rocky landscape'], 'emojis': ['🐢', '🔍', '🏔️'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'tortoise navigating rocky environment', 'split': ['tortoise', 'navigating', 'rocky environment'], 'emojis': ['🐢', '🗺️', '🏔️'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'tortoise walking on all fours slowly', 'split': ['tortoise', 'walking', 'on all fours', 'slowly'], 'emojis': ['🐢', '🚶', '👣', '⏱️'], 'importance': [0.3, 0.25, 0.2, 0.25]}]"
q3I3R_gqy8M_34_37,"[{'phrase': 'man kisses woman on lips', 'split': ['man', 'kisses', 'woman', 'on lips'], 'emojis': ['👨', '💋', '👩', '👀'], 'importance': [0.25, 0.25, 0.25, 0.25]}, {'phrase': 'woman holds man with hands', 'split': ['woman', 'holds', 'man', 'with hands'], 'emojis': ['👩', '🤗', '👨', '🙌'], 'importance': [0.25, 0.25, 0.25, 0.25]}, {'phrase': 'man wears dark shirt and jeans', 'split': ['man', 'wears', 'dark shirt', 'and jeans'], 'emojis': ['👨', '👕', '⚫️', '👖'], 'importance': [0.25, 0.25, 0.25, 0.25]}, {'phrase': 'woman wears light top and dark pants', 'split': ['woman', 'wears', 'light top', 'and dark pants'], 'emojis': ['👩', '👗', '⚪️', '⚫️'], 'importance': [0.25, 0.25, 0.25, 0.25]}, {'phrase': 'couple in room with wooden cabinet', 'split': ['couple', 'in room', 'with wooden cabinet'], 'emojis': ['👫', '🏠', '🛠️'], 'importance': [0.33, 0.33, 0.34]}]"
Je3V7U5Ctj4_768_773,"[{'phrase': 'person picks up chicken wings', 'split': ['person', 'picks up', 'chicken wings'], 'emojis': ['👨', '👌', '🍗'], 'importance': [0.3, 0.4, 0.3]}, {'phrase': 'using tongs to place wings in oven', 'split': ['using tongs', 'to place', 'wings', 'in oven'], 'emojis': ['🤲', '➡️', '🍗', '🔥'], 'importance': [0.25, 0.25, 0.25, 0.25]}, {'phrase': 'kitchen with oven and stove visible', 'split': ['kitchen', 'with oven', 'and stove', 'visible'], 'emojis': ['🏠', '🔥', '🔪', '👀'], 'importance': [0.3, 0.3, 0.2, 0.2]}, {'phrase': 'baking chicken wings in preheated oven', 'split': ['baking', 'chicken wings', 'in preheated oven'], 'emojis': ['🔪', '🍗', '🔥'], 'importance': [0.2, 0.4, 0.4]}, {'phrase': 'person places wings into oven', 'split': ['person', 'places', 'wings', 'into oven'], 'emojis': ['👨', '👌', '🍗', '🔥'], 'importance': [0.25, 0.25, 0.25, 0.25]}, {'phrase': 'cooking chicken wings with tongs', 'split': ['cooking', 'chicken wings', 'with tongs'], 'emojis': ['🔪', '🍗', '🤲'], 'importance': [0.3, 0.4, 0.3]}, {'phrase': 'chicken wings in kitchen oven', 'split': ['chicken wings', 'in kitchen', 'oven'], 'emojis': ['🍗', '🏠', '🔥'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'person baking wings in kitchen', 'split': ['person', 'baking', 'wings', 'in kitchen'], 'emojis': ['👨', '🔪', '🍗', '🏠'], 'importance': [0.25, 0.25, 0.25, 0.25]}, {'phrase': 'preheated oven for baking wings', 'split': ['preheated oven', 'for baking', 'wings'], 'emojis': ['🔥', '🔪', '🍗'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'kitchen scene with person cooking', 'split': ['kitchen scene', 'with person', 'cooking'], 'emojis': ['🏠', '👨', '🔪'], 'importance': [0.4, 0.3, 0.3]}]"
pmEKZ6yVewc_0_10,"[{'phrase': 'child explores wooden chair', 'split': ['child', 'explores', 'wooden chair'], 'emojis': ['👧', '🔍', '🛋️'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'child stands on floor near chair', 'split': ['child', 'stands', 'on floor', 'near chair'], 'emojis': ['👧', '🛋️', '🛣️', '🛠️'], 'importance': [0.3, 0.2, 0.2, 0.3]}, {'phrase': 'child grasps chair surface', 'split': ['child', 'grasps', 'chair surface'], 'emojis': ['👧', '🤚', '🛋️'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'child interacts with brown chair', 'split': ['child', 'interacts', 'with brown chair'], 'emojis': ['👧', '👀', '🛋️'], 'importance': [0.4, 0.2, 0.4]}, {'phrase': 'room with window behind child', 'split': ['room', 'with window', 'behind child'], 'emojis': ['🏠', '🌆', '👧'], 'importance': [0.3, 0.3, 0.4]}, {'phrase': 'natural light enters room', 'split': ['natural light', 'enters', 'room'], 'emojis': ['☀️', '➡️', '🏠'], 'importance': [0.4, 0.2, 0.4]}, {'phrase': 'child reaches for chair', 'split': ['child', 'reaches', 'for chair'], 'emojis': ['👧', '🤚', '🛋️'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'child in pink outfit touches chair', 'split': ['child', 'in pink outfit', 'touches chair'], 'emojis': ['👧', '👗', '🛋️'], 'importance': [0.3, 0.3, 0.4]}, {'phrase': 'child explores indoor environment', 'split': ['child', 'explores', 'indoor environment'], 'emojis': ['👧', '🔍', '🏠'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'child plays near wooden chair', 'split': ['child', 'plays', 'near wooden chair'], 'emojis': ['👧', '🤸', '🛋️'], 'importance': [0.4, 0.2, 0.4]}]"
b-d-CxHaKGU_10_30,"[{'phrase': 'man stands in front of whiteboard', 'split': ['man', 'stands', 'in front of', 'whiteboard'], 'emojis': ['👨', '🚶', '👉', '📝'], 'importance': [0.25, 0.25, 0.25, 0.25]}, {'phrase': 'teacher explains mathematical concept', 'split': ['teacher', 'explains', 'mathematical concept'], 'emojis': ['👨\u200d🏫', '🗣️', '📝'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'whiteboard displays geometric shapes', 'split': ['whiteboard', 'displays', 'geometric shapes'], 'emojis': ['📝', '📊', '🔵'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'man wears formal shirt and tie', 'split': ['man', 'wears', 'formal shirt and tie'], 'emojis': ['👨', '👕', '👖'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'simple background with whiteboard', 'split': ['simple background', 'with whiteboard'], 'emojis': ['🏠', '📝'], 'importance': [0.6, 0.4]}, {'phrase': 'man teaches in educational setting', 'split': ['man', 'teaches', 'in educational setting'], 'emojis': ['👨', '📚', '🏫'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'diagram with geometric shapes and lines', 'split': ['diagram', 'with geometric shapes and lines'], 'emojis': ['📊', '🔵'], 'importance': [0.6, 0.4]}, {'phrase': 'man presents information to audience', 'split': ['man', 'presents', 'information to audience'], 'emojis': ['👨', '🗣️', '👥'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'formal shirt and tie on man', 'split': ['formal shirt and tie', 'on man'], 'emojis': ['👕', '👨'], 'importance': [0.6, 0.4]}, {'phrase': 'whiteboard with geometric diagram', 'split': ['whiteboard', 'with geometric diagram'], 'emojis': ['📝', '📊'], 'importance': [0.6, 0.4]}]"
IhwPQL9dFYc_78_88,"[{'phrase': 'person cutting green onions', 'split': ['person', 'cutting', 'green onions'], 'emojis': ['👨', '✂️', '🌿'], 'importance': [0.3, 0.4, 0.3]}, {'phrase': 'hands holding knife on wooden board', 'split': ['hands', 'holding knife', 'on wooden board'], 'emojis': ['🙌', '🔪', '🛠️'], 'importance': [0.3, 0.4, 0.3]}, {'phrase': 'kitchen background with cutting action', 'split': ['kitchen background', 'with cutting action'], 'emojis': ['🏠', '✂️'], 'importance': [0.5, 0.5]}, {'phrase': 'sharp knife chopping green onions', 'split': ['sharp knife', 'chopping', 'green onions'], 'emojis': ['🔪', '✂️', '🌿'], 'importance': [0.3, 0.4, 0.3]}, {'phrase': 'culinary preparation with green onions', 'split': ['culinary preparation', 'with green onions'], 'emojis': ['🍳', '🌿'], 'importance': [0.5, 0.5]}, {'phrase': 'person using knife in kitchen', 'split': ['person', 'using knife', 'in kitchen'], 'emojis': ['👨', '🔪', '🏠'], 'importance': [0.3, 0.4, 0.3]}, {'phrase': 'green onions being cut precisely', 'split': ['green onions', 'being cut', 'precisely'], 'emojis': ['🌿', '✂️', '📏'], 'importance': [0.3, 0.4, 0.3]}, {'phrase': 'wooden cutting board with onions', 'split': ['wooden cutting board', 'with onions'], 'emojis': ['🛠️', '🌿'], 'importance': [0.5, 0.5]}, {'phrase': 'kitchen setting with cutting action', 'split': ['kitchen setting', 'with cutting action'], 'emojis': ['🏠', '✂️'], 'importance': [0.5, 0.5]}, {'phrase': 'cutting green onions on board', 'split': ['cutting', 'green onions', 'on board'], 'emojis': ['✂️', '🌿', '🛠️'], 'importance': [0.3, 0.4, 0.3]}]"
jLgmCY1fEE8_16_26,"[{'phrase': 'man in yellow shirt talks to women', 'split': ['man', 'in yellow shirt', 'talks to women'], 'emojis': ['👨', '🛍️', '💬'], 'importance': [0.3, 0.2, 0.5]}, {'phrase': 'women in swimwear stand on beach', 'split': ['women', 'in swimwear', 'stand on beach'], 'emojis': ['👩', '🏊\u200d♀️', '🏖️'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'man provides information to women', 'split': ['man', 'provides information', 'to women'], 'emojis': ['👨', '📝', '💬'], 'importance': [0.3, 0.4, 0.3]}, {'phrase': 'people on beach near ocean waves', 'split': ['people', 'on beach', 'near ocean waves'], 'emojis': ['👥', '🏖️', '🌊'], 'importance': [0.3, 0.3, 0.4]}, {'phrase': 'man wears yellow shirt and blue shorts', 'split': ['man', 'wears yellow shirt', 'and blue shorts'], 'emojis': ['👨', '🛍️', '👖'], 'importance': [0.3, 0.4, 0.3]}]"
MICawzo1MqI_3_13,"[{'phrase': 'person uses cell phone', 'split': ['person', 'uses', 'cell phone'], 'emojis': ['👨', '📱', '💻'], 'importance': [0.4, 0.3, 0.3]}, {'phrase': 'cell phone in hands', 'split': ['cell phone', 'in hands'], 'emojis': ['📱', '🤚'], 'importance': [0.6, 0.4]}, {'phrase': 'seated on chair with phone', 'split': ['seated on chair', 'with phone'], 'emojis': ['🛋️', '📱'], 'importance': [0.5, 0.5]}, {'phrase': 'interacting with phone screen', 'split': ['interacting', 'with phone screen'], 'emojis': ['👀', '📱'], 'importance': [0.4, 0.6]}, {'phrase': 'plain wall indoor setting', 'split': ['plain wall', 'indoor setting'], 'emojis': ['🏠', '👣'], 'importance': [0.5, 0.5]}, {'phrase': 'person holds phone casually', 'split': ['person', 'holds phone', 'casually'], 'emojis': ['👨', '📱', '😐'], 'importance': [0.4, 0.4, 0.2]}, {'phrase': 'even lighting in room', 'split': ['even lighting', 'in room'], 'emojis': ['💡', '🏠'], 'importance': [0.6, 0.4]}, {'phrase': ""cell phone on person's hand"", 'split': ['cell phone', ""on person's hand""], 'emojis': ['📱', '🤚'], 'importance': [0.5, 0.5]}, {'phrase': 'person navigates phone interface', 'split': ['person', 'navigates', 'phone interface'], 'emojis': ['👨', '📈', '📱'], 'importance': [0.3, 0.3, 0.4]}, {'phrase': 'casual attire with phone', 'split': ['casual attire', 'with phone'], 'emojis': ['👕', '📱'], 'importance': [0.5, 0.5]}]"
8yuPGwxwdPs_1_10,"[{'phrase': 'person holds book with Christmas tree design', 'split': ['person', 'holds book', 'with Christmas tree design'], 'emojis': ['👨', '📖', '🎄'], 'importance': [0.3, 0.4, 0.3]}, {'phrase': 'book open revealing handwritten note', 'split': ['book', 'open', 'revealing handwritten note'], 'emojis': ['📖', '📝', '✍️'], 'importance': [0.3, 0.2, 0.5]}, {'phrase': 'person standing in front of bookshelf', 'split': ['person', 'standing', 'in front of bookshelf'], 'emojis': ['👨', '🛋️', '📚'], 'importance': [0.4, 0.2, 0.4]}, {'phrase': 'handling book and handwritten note', 'split': ['handling book', 'and handwritten note'], 'emojis': ['📖', '✍️'], 'importance': [0.6, 0.4]}, {'phrase': 'book with Christmas tree design on cover', 'split': ['book', 'with Christmas tree design', 'on cover'], 'emojis': ['📖', '🎄', '📚'], 'importance': [0.3, 0.4, 0.3]}, {'phrase': 'person preparing to write or read', 'split': ['person', 'preparing to write or read'], 'emojis': ['👨', '📝'], 'importance': [0.4, 0.6]}, {'phrase': 'bookshelf filled with various books', 'split': ['bookshelf', 'filled with various books'], 'emojis': ['📚', '📖'], 'importance': [0.4, 0.6]}, {'phrase': 'handwritten note in open book', 'split': ['handwritten note', 'in open book'], 'emojis': ['✍️', '📖'], 'importance': [0.5, 0.5]}, {'phrase': 'person in library or bookstore setting', 'split': ['person', 'in library or bookstore setting'], 'emojis': ['👨', '📚'], 'importance': [0.3, 0.7]}, {'phrase': 'Christmas tree design on book cover', 'split': ['Christmas tree design', 'on book cover'], 'emojis': ['🎄', '📖'], 'importance': [0.5, 0.5]}]"
